,index,url,brand,name,price,discount_price,thumbnail,color,category
3321,88,https://store.musinsa.com/app/goods/1466406,큐리티,C PUNCHING CROP PK SHIRT_GREY,"49,000","29,400",https://image.msscdn.net/images/goods_img/20200528/1466406/1466406_1_500.jpg,3,collar
3322,89,https://store.musinsa.com/app/goods/2108845,예일,EMBROIDERY HANDSOME DAN PK LS CHARCOAL,"69,000","41,400",https://image.msscdn.net/images/goods_img/20210903/2108845/2108845_2_500.jpg,3,collar
3323,90,https://store.musinsa.com/app/goods/2298352,테일러메이드 어패럴,남성 카라 반집업 반팔티셔츠 TMTYK2905-500,"219,000","153,300",https://image.msscdn.net/images/goods_img/20220107/2298352/2298352_1_500.jpg,11,collar
3324,91,https://store.musinsa.com/app/goods/2298082,테일러메이드 어패럴,여성 카라 로고 반집업 티셔츠 TWTYK5901-500,"219,000","153,300",https://image.msscdn.net/images/goods_img/20220107/2298082/2298082_1_500.jpg,11,collar
3325,92,https://store.musinsa.com/app/goods/2298372,테일러메이드 어패럴,남성 소매 프린팅 카라 티셔츠 TMTYK1901-500,"279,000","195,300",https://image.msscdn.net/images/goods_img/20220107/2298372/2298372_1_500.jpg,11,collar
3326,93,https://store.musinsa.com/app/goods/2203957,리에이크,[이상] 롱슬리브 칼라 티셔츠 레드,"54,000","35,000",https://image.msscdn.net/images/goods_img/20211028/2203957/2203957_1_500.png,11,collar
3327,94,https://store.musinsa.com/app/goods/2046650,엠엠엘지,[Mmlg] M BORDER RUGBY SHIRT (RED),"72,000","50,400",https://image.msscdn.net/images/goods_img/20210802/2046650/2046650_1_500.jpg,11,collar
3328,95,https://store.musinsa.com/app/goods/1115614,로맨틱 파이어리츠,MINIMAL BUTTON PK LONG SLEEVE(BURGUNDY),"35,500",,https://image.msscdn.net/images/goods_img/20190810/1115614/1115614_2_500.jpg,11,collar
3329,96,https://store.musinsa.com/app/goods/2074633,리,빅 트위치 럭비 티셔츠 레드,"69,000","48,300",https://image.msscdn.net/images/goods_img/20210820/2074633/2074633_1_500.jpg,11,collar
3330,97,https://store.musinsa.com/app/goods/1387967,무신사 스탠다드,베이식 피케 폴로 셔츠 [레드],"25,900",,https://image.msscdn.net/images/goods_img/20200407/1387967/1387967_1_500.jpg,11,collar
3331,98,https://store.musinsa.com/app/goods/2195947,타미힐피거,스트라이프 레귤러 폴로 티셔츠 (T12B7TKT030MT2DW5),"149,000","104,300",https://image.msscdn.net/images/goods_img/20211025/2195947/2195947_2_500.jpg,11,collar
3332,99,https://store.musinsa.com/app/goods/1741120,네버마인드올,TS027디바이드 업앤다운 티셔츠_RD,"128,000",,https://image.msscdn.net/images/goods_img/20210108/1741120/1741120_1_500.jpg,11,collar
3333,100,https://store.musinsa.com/app/goods/1932163,더 파머,유니 잔스트라이프 루즈핏 카라티(블랙)_GMM1KL03BK,"139,000","104,250",https://image.msscdn.net/images/goods_img/20210430/1932163/1932163_1_500.jpg,11,collar
3334,101,https://store.musinsa.com/app/goods/1357798,엠엠엘지,[Mmlg] P/D PIQUE SHIRT (RED),"62,000","31,000",https://image.msscdn.net/images/goods_img/20200318/1357798/1357798_1_500.jpg,11,collar
3335,102,https://store.musinsa.com/app/goods/2239089,브룩스 브라더스,코튼 롱슬리브 피케 폴로 니트 (레드) (32784587),"150,000","105,000",https://image.msscdn.net/images/goods_img/20211118/2239089/2239089_1_500.jpg,11,collar
3336,103,https://store.musinsa.com/app/goods/189026,자니카슨,스트라이프 폴로셔츠 - WTRed,"38,000",,https://image.msscdn.net/images/goods_img/20150421/189026/189026_1_500.jpg,11,collar
3337,104,https://store.musinsa.com/app/goods/1952656,하프 페니,시그니처 심볼 럭비 하프 슬리브[네이비],"59,000","50,150",https://image.msscdn.net/images/goods_img/20210516/1952656/1952656_1_500.jpg,11,collar
3338,105,https://store.musinsa.com/app/goods/543017,아임낫어휴먼비잉,But People Love Me PK Shirts - Red,"45,000",,https://image.msscdn.net/images/goods_img/20170421/543017/543017_2_500.jpg,11,collar
3339,106,https://store.musinsa.com/app/goods/1387429,널디,아치 로고 반팔 폴로 티셔츠 레드,"65,000","29,000",https://image.msscdn.net/images/goods_img/20200406/1387429/1387429_2_500.png,11,collar
3340,107,https://store.musinsa.com/app/goods/1469608,젠사이,오버사이즈 절개 카라 티셔츠,"307,000","168,850",https://image.msscdn.net/images/goods_img/20200601/1469608/1469608_1_500.jpg,11,collar
3341,108,https://store.musinsa.com/app/goods/1837467,골스튜디오,FREE KICK CAPSULE TERRY POLO SHIRT - CORAL RED,"75,000","45,000",https://image.msscdn.net/images/goods_img/20210310/1837467/1837467_1_500.jpg,11,collar
3342,109,https://store.musinsa.com/app/goods/1932177,더 파머,유니 더파머 레귤러핏 카라티(블랙)_GMM1KL01BK,"99,000","74,250",https://image.msscdn.net/images/goods_img/20210430/1932177/1932177_1_500.jpg,11,collar
3343,110,https://store.musinsa.com/app/goods/798003,큐티에잇,TW Rugby Half Tee (Red),"49,000","29,400",https://image.msscdn.net/images/goods_img/20180608/798003/798003_1_500.jpg,11,collar
3344,111,https://store.musinsa.com/app/goods/1861719,더 파머,유니 요꼬넥 카라티(레드)_GMS1KL01RE,"99,000",,https://image.msscdn.net/images/goods_img/20210324/1861719/1861719_1_500.jpg,11,collar
3345,112,https://store.musinsa.com/app/goods/901163,더쇼즈낫오버,RUGBY SHIRT BURGANDY,"69,000",,https://image.msscdn.net/images/goods_img/20181108/901163/901163_1_500.jpg,11,collar
3346,113,https://store.musinsa.com/app/goods/2260766,구찌,21FW 653379 6429 인터로킹 G로고 저지 PK 티셔츠,"1,071,000",,https://image.msscdn.net/images/goods_img/20211208/2260766/2260766_1_500.jpg,11,collar
